Start;Duration;Pitch;Velocity;Label
4.13793;0.51724;62;0.55118;"rh"
4.65517;0.77586;67;0.62205;"rh"
5.43103;0.25862;69;0.62205;"rh"
5.68965;0.25862;67;0.59843;"rh"
5.94827;0.25862;65;0.57480;"rh"
6.20689;0.25862;64;0.56693;"rh"
6.46551;0.25862;65;0.59055;"rh"
6.72413;0.25862;64;0.57480;"rh"
6.98275;0.25862;62;0.55118;"rh"
7.24137;0.25862;60;0.53543;"rh"
7.49999;0.25862;62;0.58268;"rh"
7.75862;0.25862;60;0.55118;"rh"
8.01724;0.25862;59;0.55118;"rh"
8.27586;0.51724;57;0.53543;"lh"
8.79310;0.51724;66;0.67717;"rh"
9.31034;1.55172;67;0.66142;"rh"
10.86206;0.25862;66;0.59843;"rh"
11.12068;0.25862;64;0.59055;"rh"
11.37930;0.51724;66;0.60630;"rh"
11.89654;0.51724;62;0.56693;"rh"
12.41378;0.51724;67;0.62992;"rh"
12.93102;0.51724;65;0.59843;"rh"
13.44827;0.51724;64;0.59055;"rh"
13.96551;0.51724;62;0.58268;"rh"
14.48275;0.51724;60;0.57480;"rh"
16.03447;1.03448;67;0.61417;"rh"
17.06895;0.25862;65;0.59843;"rh"
17.32757;0.25862;64;0.59055;"rh"
17.58619;1.29310;65;0.59843;"rh"
18.87930;0.25862;65;0.62205;"rh"
19.13792;0.51724;64;0.60630;"rh"
19.65516;1.03448;62;0.58268;"rh"
20.68964;0.51724;60;0.58268;"rh"
21.20688;0.51724;65;0.62205;"rh"
21.98274;0.25862;67;0.62205;"rh"
22.24136;0.25862;65;0.59843;"rh"
22.49998;0.25862;64;0.58268;"rh"
22.75860;0.51724;65;0.59843;"rh"
23.27585;0.51724;62;0.56693;"rh"
23.79309;1.03448;67;0.62992;"rh"
12.93102;0.51724;55;0.59843;"lh"
13.44827;0.51724;57;0.60630;"lh"
13.96551;0.51724;59;0.61417;"rh"
14.48275;0.77586;60;0.61417;"rh"
15.25861;0.12931;62;0.61417;"rh"
15.38792;0.12931;60;0.59843;"rh"
15.51723;0.51724;59;0.58268;"rh"
16.03447;0.51724;64;0.64567;"rh"
16.55171;0.51724;57;0.59843;"lh"
17.06895;0.77586;62;0.62205;"rh"
17.84481;0.25862;64;0.62205;"rh"
18.10344;0.25862;62;0.59843;"rh"
18.36206;0.25862;60;0.57480;"rh"
18.62068;0.51724;59;0.56693;"rh"
19.13792;1.03448;60;0.59055;"rh"
20.17240;0.51724;58;0.59055;"lh"
20.68964;0.51724;57;0.59843;"lh"
21.20688;0.51724;62;0.62205;"rh"
21.72412;0.51724;55;0.56693;"lh"
22.24136;0.51724;60;0.61417;"rh"
23.01722;0.25862;57;0.59055;"lh"
23.27585;0.25862;59;0.61417;"rh"
23.53447;0.25862;60;0.62205;"rh"
23.79309;1.03448;62;0.63780;"rh"
19.13792;0.51724;48;0.59843;"lh"
19.65516;0.51724;50;0.60630;"lh"
20.17240;0.51724;52;0.61417;"lh"
20.68964;0.77586;53;0.61417;"lh"
21.46550;0.12931;55;0.61417;"lh"
21.59481;0.12931;53;0.59843;"lh"
21.72412;0.51724;52;0.58268;"lh"
22.24136;0.51724;57;0.64567;"lh"
22.75860;0.51724;50;0.56693;"lh"
23.27585;0.77586;55;0.62205;"lh"
24.05171;0.25862;57;0.62205;"lh"
24.31033;0.25862;55;0.59843;"lh"
24.56895;0.25862;53;0.57480;"lh"
